player_id,player_name,position,team,nationality,matches,minutes,total_goals,goals_p90,total_assists,assists_p90,total_shots,shots_p90,total_shots_on_target,shots_on_target_p90,total_passes,passes_p90,total_accurate_passes,accurate_passes_p90,total_crosses,crosses_p90,total_tackles,tackles_p90,total_interceptions,interceptions_p90,total_clearances,clearances_p90,total_blocks,blocks_p90,total_recoveries,recoveries_p90,total_duels_won,duels_won_p90,total_aerial_duels_won,aerial_duels_won_p90,total_dribbles_attempted,dribbles_attempted_p90,total_fouls_committed,fouls_committed_p90,total_fouls_won,fouls_won_p90,total_offsides,offsides_p90,pass_accuracy_pct,PC1,PC2,PC3,PC4
960,Enzo Jeremías Fernandez,MID,Argentina,Argentina,7,714,2,0.252,0,0.0,12,1.513,4,0.504,519,65.42,480,60.504,5,0.63,24,3.025,7,0.882,8,1.008,8,1.008,15,1.891,6,0.756,6,0.756,16,2.017,12,1.513,6,0.756,1,0.126,92.49,0.032553819279145385,0.31939667658944276,-0.9811228112726658,-1.4099399864194249
1150,Keaninkin Marc-Isreal Guehi,DEF,England,England,8,685,0,0.0,0,0.0,1,0.131,0,0.0,532,69.898,514,67.533,0,0.0,2,0.263,7,0.92,24,3.153,17,2.234,39,5.124,13,1.708,12,1.577,13,1.708,4,0.526,13,1.708,0,0.0,96.62,2.292312697135922,0.011789684231160093,-0.40997358866809064,-1.7218971128519434
1145,Jordan Lee Pickford,GK,England,England,7,680,0,0.0,0,0.0,0,0.0,0,0.0,265,35.074,190,25.147,0,0.0,0,0.0,0,0.0,4,0.529,0,0.0,37,4.897,0,0.0,0,0.0,0,0.0,0,0.0,4,0.529,0,0.0,71.7,0.18451568411498662,-3.3223229771684957,0.6024628078632536,-0.8659949498409698
747,Lamine Yamal Yamal,FWD,Spain,Spain,8,676,1,0.133,0,0.0,27,3.595,12,1.598,265,35.281,225,29.956,40,5.325,22,2.929,3,0.399,0,0.0,12,1.598,13,1.731,0,0.0,0,0.0,86,11.45,14,1.864,9,1.198,7,0.932,84.91,-4.472663403642206,1.6968550760190175,-2.274672095191018,0.1288798667133541
836,Dayotchanculle Oswald Upamecano,DEF,France,France,8,675,0,0.0,0,0.0,4,0.533,2,0.267,443,59.067,409,54.533,0,0.0,20,2.667,15,2.0,25,3.333,23,3.067,46,6.133,15,2.0,11,1.467,4,0.533,7,0.933,4,0.533,0,0.0,92.33,2.769712871807837,0.7695605011560283,-0.24694979861196345,-0.6632350534497123
1146,Ezri Ngoyo Konsa,DEF,England,England,8,675,1,0.133,0,0.0,3,0.4,2,0.267,488,65.067,469,62.533,3,0.4,9,1.2,9,1.2,20,2.667,15,2.0,34,4.533,13,1.733,11,1.467,8,1.067,8,1.067,11,1.467,0,0.0,96.11,1.715326481208064,0.4636817066153012,-0.3936776412696006,-1.4395381140117074
843,Michael Akpovie Olise,FWD,France,France,8,671,0,0.0,7,0.939,20,2.683,5,0.671,417,55.931,362,48.554,20,2.683,21,2.817,1,0.134,0,0.0,14,1.878,10,1.341,1,0.134,1,0.134,47,6.304,5,0.671,16,2.146,0,0.0,86.81,-2.581203753622007,0.7149799830298799,-3.431342433951904,-1.81204671430996
1153,Harry Edward Kane,FWD,England,England,7,666,6,0.811,1,0.135,23,3.108,12,1.622,99,13.378,73,9.865,3,0.405,7,0.946,0,0.0,8,1.081,8,1.081,7,0.946,13,1.757,13,1.757,9,1.216,8,1.081,9,1.216,2,0.27,73.74,-4.107007075651948,0.9881927255857936,1.8381279079714719,-1.1640305943208296
749,Mikel Oyarzabal,FWD,Spain,Spain,8,664,5,0.678,1,0.136,23,3.117,12,1.627,149,20.196,124,16.807,8,1.084,11,1.491,1,0.136,4,0.542,11,1.491,9,1.22,6,0.813,6,0.813,8,1.084,4,0.542,5,0.678,1,0.136,83.22,-3.6052672050182832,0.25470438797490497,0.7481808632343602,-1.3838461130986521
1148,Declan Rice,MID,England,England,7,656,1,0.137,2,0.274,6,0.823,3,0.412,340,46.646,312,42.805,40,5.488,10,1.372,10,1.372,3,0.412,12,1.646,20,2.744,2,0.274,2,0.274,9,1.235,4,0.549,0,0.0,1,0.137,91.76,-0.37118403973957703,-0.7692580105393546,-1.5984706006542966,-1.3348102978964047
846,Adrien Thibault Marie Rabiot,MID,France,France,7,652,0,0.0,1,0.138,9,1.242,1,0.138,351,48.451,323,44.586,2,0.276,25,3.451,10,1.38,16,2.209,16,2.209,29,4.003,14,1.933,14,1.933,17,2.347,13,1.794,4,0.552,1,0.138,92.02,1.07449862033002,1.0032646929006126,-0.08503643629937999,0.04975053368906789
1152,Elliot Junior Anderson,MID,England,England,8,649,0,0.0,1,0.139,7,0.971,1,0.139,445,61.71,396,54.915,6,0.832,37,5.131,9,1.248,25,3.467,17,2.357,43,5.963,22,3.051,22,3.051,9,1.248,9,1.248,13,1.803,0,0.0,88.99,2.1604024092470078,2.2511108637523503,-0.1932952353343646,-0.20179477069976662
942,Lisandro Martinez,DEF,Argentina,Argentina,7,641,1,0.14,0,0.0,4,0.562,2,0.281,450,63.183,422,59.251,3,0.421,18,2.527,5,0.702,38,5.335,8,1.123,27,3.791,9,1.264,9,1.264,10,1.404,7,0.983,4,0.562,0,0.0,93.78,1.723393933309397,0.08651594134290441,-0.19032832923717188,-1.3484050951918898
949,Cristian Gabriel Romero,DEF,Argentina,Argentina,7,639,1,0.141,0,0.0,3,0.423,1,0.141,430,60.563,415,58.451,0,0.0,22,3.099,10,1.408,22,3.099,20,2.817,45,6.338,17,2.394,17,2.394,8,1.127,9,1.268,3,0.423,0,0.0,96.51,2.663655780681705,1.2048587422883574,0.18424117981295604,-0.6883404003953818
1154,Jude Victor William Bellingham,MID,England,England,8,639,7,0.986,1,0.141,19,2.676,13,1.831,231,32.535,191,26.901,9,1.268,17,2.394,2,0.282,9,1.268,11,1.549,17,2.394,6,0.845,5,0.704,31,4.366,9,1.268,17,2.394,1,0.141,82.68,-3.912297052428706,1.9127832059089673,-0.6030788529074645,-1.3478822614657304
837,Jules Olivier Kounde,DEF,France,France,8,621,0,0.0,0,0.0,2,0.29,0,0.0,353,51.159,314,45.507,15,2.174,19,2.754,6,0.87,20,2.899,20,2.899,24,3.478,12,1.739,12,1.739,10,1.449,6,0.87,5,0.725,1,0.145,88.95,1.4071199881438836,0.17743444782436094,-0.1406389108190715,0.00504643689847882
945,Julián Alvarez,FWD,Argentina,Argentina,8,619,1,0.145,0,0.0,11,1.599,5,0.727,215,31.26,183,26.607,1,0.145,10,1.454,1,0.145,5,0.727,14,2.036,8,1.163,4,0.582,4,0.582,9,1.309,11,1.599,4,0.582,2,0.291,85.12,-1.5111084458109068,-0.6735424689390902,0.5470515165551573,0.09255106872247913
183,Gregor Kobel,GK,Switzerland,Switzerland,6,612,0,0.0,0,0.0,0,0.0,0,0.0,255,37.5,190,27.941,0,0.0,0,0.0,0,0.0,1,0.147,0,0.0,33,4.853,0,0.0,0,0.0,0,0.0,0,0.0,3,0.441,0,0.0,74.51,0.22774251765092346,-3.3293296453771126,0.52561652818516,-1.003675754772754
186,Nico Elvedi,DEF,Switzerland,Switzerland,6,612,0,0.0,0,0.0,3,0.441,0,0.0,438,64.412,406,59.706,0,0.0,9,1.324,14,2.059,51,7.5,13,1.912,42,6.176,18,2.647,15,2.206,23,3.382,5,0.735,6,0.882,0,0.0,92.69,3.3648959434031,1.255803111412552,0.08825617044029939,-1.3309109714993688
187,Manuel Obafemi Akanji,DEF,Switzerland,Switzerland,6,612,0,0.0,0,0.0,1,0.147,1,0.147,479,70.441,444,65.294,0,0.0,13,1.912,9,1.324,37,5.441,8,1.176,34,5.0,13,1.912,10,1.471,17,2.5,4,0.588,4,0.588,0,0.0,92.69,2.7498011835591756,0.22585023532379012,-0.27488726834265703,-1.7394396183300989
192,Granit Xhaka,MID,Switzerland,Switzerland,6,612,1,0.147,1,0.147,9,1.324,2,0.294,470,69.118,427,62.794,4,0.588,13,1.912,3,0.441,9,1.324,12,1.765,14,2.059,8,1.176,8,1.176,14,2.059,4,0.588,12,1.765,0,0.0,90.85,0.23665437316982646,0.21915517723879885,-1.080148999997605,-1.8527652910558154
190,Remo Marco Freuler,MID,Switzerland,Switzerland,6,601,0,0.0,0,0.0,2,0.3,1,0.15,324,48.519,299,44.775,5,0.749,19,2.845,4,0.599,16,2.396,15,2.246,16,2.396,8,1.198,8,1.198,5,0.749,8,1.198,3,0.449,1,0.15,92.28,0.955595141434153,-0.4596585231407767,0.07871824390795382,-0.01698642579046157
839,Masour Ousmane Dembele,FWD,France,France,8,597,6,0.905,2,0.302,20,3.015,10,1.508,297,44.774,236,35.578,36,5.427,13,1.96,2,0.302,1,0.151,3,0.452,6,0.905,2,0.302,2,0.302,18,2.714,0,0.0,4,0.603,3,0.452,79.46,-4.100092414682047,0.6421868869193152,-1.2077345016911136,-3.0161826777286223
628,Brandon Erik Mechele,DEF,Belgium,Belgium,6,587,0,0.0,0,0.0,5,0.767,1,0.153,399,61.175,369,56.576,0,0.0,11,1.687,13,1.993,43,6.593,11,1.687,38,5.826,18,2.76,17,2.606,15,2.3,9,1.38,2,0.307,0,0.0,92.48,3.0748304226656797,1.452955193916845,0.5798572533663193,-1.1097047037098704
235,Yassine Bounou,GK,Morocco,Morocco,6,581,0,0.0,0,0.0,0,0.0,0,0.0,211,32.685,142,21.997,0,0.0,0,0.0,1,0.155,1,0.155,0,0.0,38,5.886,1,0.155,1,0.155,0,0.0,0,0.0,4,0.62,0,0.0,67.3,0.26476942754368427,-3.2027830277273,0.7019506723557815,-0.7532760147507678
236,Achraf Hakimi,DEF,Morocco,Morocco,6,581,1,0.155,1,0.155,14,2.169,4,0.62,449,69.552,402,62.272,38,5.886,23,3.563,6,0.929,9,1.394,11,1.704,28,4.337,6,0.929,5,0.775,34,5.267,7,1.084,16,2.478,0,0.0,89.53,-0.5764892856640763,1.8158234465142626,-3.2273385681811293,-1.2347842531211326
740,Pedro Antonio Porro,DEF,Spain,Spain,6,579,2,0.311,0,0.0,7,1.088,3,0.466,420,65.285,379,58.912,19,2.953,29,4.508,11,1.71,10,1.554,19,2.953,39,6.062,8,1.244,8,1.244,6,0.933,10,1.554,9,1.399,0,0.0,90.24,1.410357218665762,1.7656699789588914,-1.7568081725095255,-0.48755559762926437
258,Neil Yoni El Aynaoui,MID,Morocco,Morocco,6,571,0,0.0,0,0.0,7,1.103,2,0.315,433,68.249,405,63.835,0,0.0,37,5.832,4,0.63,19,2.995,16,2.522,34,5.359,3,0.473,3,0.473,8,1.261,15,2.364,7,1.103,0,0.0,93.53,1.8146739842824462,0.948368285767867,-1.6943304994709087,0.3222171309364371
625,Thibaut Nicolas Courtois,GK,Belgium,Belgium,6,563,0,0.0,1,0.16,0,0.0,0,0.0,198,31.652,144,23.02,0,0.0,0,0.0,0,0.0,2,0.32,0,0.0,38,6.075,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.73,0.24536018094524717,-3.390486427356536,0.613205454352268,-1.0207646621997506
962,Nahuel Molina,DEF,Argentina,Argentina,7,535,0,0.0,0,0.0,1,0.168,0,0.0,276,46.43,234,39.364,6,1.009,22,3.701,4,0.673,16,2.692,14,2.355,27,4.542,4,0.673,3,0.505,2,0.336,3,0.505,0,0.0,1,0.168,84.78,1.4914910867560343,-1.1314454507612584,-0.23883827344442723,0.09831328853531843
195,Ricardo Ivan Rodriguez,DEF,Switzerland,Switzerland,6,532,0,0.0,1,0.169,1,0.169,0,0.0,295,49.906,243,41.109,17,2.876,15,2.538,1,0.169,19,3.214,10,1.692,21,3.553,12,2.03,12,2.03,4,0.677,11,1.861,2,0.338,0,0.0,82.37,1.049597916773431,0.11737622955334398,0.27985197638675874,0.014431166665924382
748,Pedro Pedri,MID,Spain,Spain,8,512,0,0.0,0,0.0,5,0.879,2,0.352,469,82.441,420,73.828,14,2.461,22,3.867,8,1.406,8,1.406,29,5.098,26,4.57,4,0.703,4,0.703,20,3.516,4,0.703,5,0.879,1,0.176,89.55,2.0516287350080558,1.2764291121224498,-2.724168808521602,-0.7794789085973988
634,Leandro Trossard,FWD,Belgium,Belgium,6,510,2,0.353,2,0.353,17,3.0,3,0.529,199,35.118,171,30.176,11,1.941,2,0.353,4,0.706,5,0.882,15,2.647,14,2.471,5,0.882,4,0.706,17,3.0,4,0.706,8,1.412,1,0.176,85.93,-2.089137904797379,0.4518300017199471,-0.7206755690250143,-1.1988035835591146
189,Breel Donald Embolo,FWD,Switzerland,Switzerland,6,509,2,0.354,2,0.354,10,1.768,5,0.884,72,12.731,56,9.902,1,0.177,7,1.238,1,0.177,5,0.884,11,1.945,10,1.768,7,1.238,6,1.061,5,0.884,9,1.591,11,1.945,4,0.707,77.78,-3.143436936045776,0.2946070869872789,1.0895605628124088,0.2093184524278338
673,Abdelaziz Mohame Mostafa,GK,Egypt,Egypt,5,503,0,0.0,0,0.0,0,0.0,0,0.0,147,26.302,114,20.398,0,0.0,0,0.0,0,0.0,2,0.358,0,0.0,29,5.189,0,0.0,0,0.0,0,0.0,0,0.0,5,0.895,0,0.0,77.55,-0.0987264264589034,-3.353982487598839,0.7120687392858908,-0.5038138055434629
653,Hany Gamal Mohamed Hany,DEF,Egypt,Egypt,5,503,0,0.0,1,0.179,4,0.716,0,0.0,282,50.457,245,43.837,17,3.042,24,4.294,7,1.252,31,5.547,12,2.147,26,4.652,7,1.252,7,1.252,8,1.431,2,0.358,1,0.179,0,0.0,86.88,1.8721147514266585,0.1970272816920877,-0.8548796597122995,-0.3160169011346639
911,Ørjan Haskjold Nyland,GK,Norway,Norway,5,502,0,0.0,0,0.0,0,0.0,0,0.0,204,36.574,138,24.741,0,0.0,0,0.0,0,0.0,1,0.179,0,0.0,29,5.199,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.65,0.3248003140427151,-3.4632871436626176,0.6946207028793532,-0.972741578155183
913,Kristoffer Vassbakk Köpp Ajer,DEF,Norway,Norway,5,502,0,0.0,0,0.0,2,0.359,1,0.179,273,48.944,256,45.896,2,0.359,14,2.51,10,1.793,39,6.992,15,2.689,36,6.454,24,4.303,20,3.586,12,2.151,2,0.359,1,0.179,0,0.0,93.77,3.315770794683239,1.8281344437991505,1.6502031413324092,-0.6573649148419267
918,Sander Gard Bolin Berge,MID,Norway,Norway,5,502,0,0.0,0,0.0,0,0.0,0,0.0,425,76.195,412,73.865,2,0.359,10,1.793,7,1.255,18,3.227,10,1.793,17,3.048,5,0.896,5,0.896,2,0.359,6,1.076,2,0.359,0,0.0,96.94,2.5914512935370486,-0.413522436902024,-0.8882910965081156,-1.674688266997235
919,Erling Braut Haaland,FWD,Norway,Norway,5,502,7,1.255,0,0.0,20,3.586,13,2.331,47,8.426,34,6.096,1,0.179,0,0.0,1,0.179,5,0.896,9,1.614,8,1.434,21,3.765,18,3.227,8,1.434,5,0.896,3,0.538,0,0.0,72.34,-4.466734624982433,2.519381285843937,3.4091335664269535,-2.0393672723561043
738,Daniel Olmo,FWD,Spain,Spain,8,501,0,0.0,2,0.359,13,2.335,2,0.359,229,41.138,207,37.186,2,0.359,14,2.515,2,0.359,1,0.18,10,1.796,15,2.695,3,0.539,3,0.539,30,5.389,6,1.078,10,1.796,0,0.0,90.39,-1.4820938332274565,0.06272227427757902,-1.5050969331605955,-0.37786465843675754
943,Rodrigo Javier De Paul,MID,Argentina,Argentina,7,501,0,0.0,1,0.18,2,0.359,1,0.18,327,58.743,300,53.892,13,2.335,13,2.335,3,0.539,5,0.898,14,2.515,12,2.156,1,0.18,0,0.0,10,1.796,2,0.359,5,0.898,1,0.18,91.74,0.3197802548382066,-1.0124436937752956,-1.6817930462841706,-0.9545487287177816
350,Orlando Daniel Gill,GK,Paraguay,Paraguay,5,500,0,0.0,0,0.0,0,0.0,0,0.0,159,28.62,68,12.24,0,0.0,0,0.0,0,0.0,2,0.36,0,0.0,45,8.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.54,0,0.0,42.77,0.3788853732257665,-3.3955678257882225,0.8515328637154876,-0.4387265444760211
353,Gustavo Raul Gomez,DEF,Paraguay,Paraguay,5,500,0,0.0,0,0.0,2,0.36,0,0.0,91,16.38,80,14.4,0,0.0,5,0.9,2,0.36,38,6.84,18,3.24,27,4.86,10,1.8,10,1.8,0,0.0,3,0.54,2,0.36,1,0.18,87.91,1.279779945299086,-0.7774338052791948,2.119721023733294,0.9311493433035316
352,Adrián Andrés Cubas,MID,Paraguay,Paraguay,5,500,0,0.0,0,0.0,1,0.18,0,0.0,117,21.06,97,17.46,0,0.0,45,8.1,3,0.54,26,4.68,33,5.94,36,6.48,3,0.54,3,0.54,1,0.18,14,2.52,3,0.54,0,0.0,82.91,1.9393013058177568,0.7117280291235406,-0.49780533780514497,4.1216952146680805
645,Timothy Castagne,DEF,Belgium,Belgium,6,495,0,0.0,0,0.0,3,0.545,1,0.182,263,47.818,230,41.818,20,3.636,19,3.455,9,1.636,15,2.727,15,2.727,28,5.091,7,1.273,7,1.273,3,0.545,7,1.273,2,0.364,0,0.0,87.45,1.6736091902890675,0.38488239552574555,-0.7897125783545673,0.2944329748036335
1130,Camilo Andres Vargas,GK,Colombia,Colombia,5,495,0,0.0,0,0.0,0,0.0,0,0.0,202,36.727,157,28.545,0,0.0,0,0.0,0,0.0,2,0.364,0,0.0,20,3.636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77.72,0.1531248045606713,-3.467341177059454,0.6620434132153288,-1.05181307604957
1141,Davinson Sanchez,DEF,Colombia,Colombia,5,495,0,0.0,0,0.0,6,1.091,2,0.364,361,65.636,324,58.909,0,0.0,11,2.0,6,1.091,41,7.455,15,2.727,32,5.818,14,2.545,11,2.0,8,1.455,6,1.091,5,0.909,1,0.182,89.75,2.6540774218618233,1.5590473846661177,0.3728738129977009,-1.0797173752144866
849,William Alain André Gabriel Saliba,DEF,France,France,6,494,0,0.0,0,0.0,1,0.182,0,0.0,315,57.389,307,55.931,0,0.0,9,1.64,7,1.275,28,5.101,15,2.733,31,5.648,12,2.186,12,2.186,3,0.547,4,0.729,0,0.0,0,0.0,97.46,3.082048685894951,0.28547540868074506,0.6488083200779718,-0.9517209750479365
927,Torbjørn Lysaker Heggem,DEF,Norway,Norway,5,493,0,0.0,0,0.0,1,0.183,1,0.183,301,54.949,282,51.481,0,0.0,9,1.643,1,0.183,15,2.738,12,2.191,13,2.373,7,1.278,6,1.095,8,1.46,2,0.365,0,0.0,0,0.0,93.69,1.2592848888309927,-1.104867478348201,0.2440451687824138,-1.0287533220485232
1121,Jhon Janer Lucumi,DEF,Colombia,Colombia,5,493,0,0.0,0,0.0,2,0.365,0,0.0,285,52.028,262,47.83,0,0.0,4,0.73,6,1.095,24,4.381,5,0.913,21,3.834,12,2.191,9,1.643,4,0.73,5,0.913,0,0.0,0,0.0,91.93,1.9810122991266708,-0.5489440080115973,0.9984300017319021,-1.2061720081929548
941,Leandro Daniel Paredes,MID,Argentina,Argentina,7,491,0,0.0,0,0.0,4,0.733,1,0.183,565,103.564,532,97.515,2,0.367,16,2.933,2,0.367,16,2.933,16,2.933,24,4.399,4,0.733,4,0.733,17,3.116,9,1.65,3,0.55,0,0.0,94.16,2.81882009666512,0.8550052645886307,-2.316548001005412,-2.076404129692084
652,Ahmed Ibrahim Yasser,DEF,Egypt,Egypt,5,489,1,0.184,0,0.0,1,0.184,1,0.184,260,47.853,239,43.988,0,0.0,17,3.129,0,0.0,39,7.178,11,2.025,38,6.994,18,3.313,17,3.129,3,0.552,6,1.104,3,0.552,0,0.0,91.92,2.4718366754506698,1.1561789417031425,1.8500288416628012,-0.30601719131020944
1125,Luis Fernando Diaz,FWD,Colombia,Colombia,5,489,1,0.184,1,0.184,19,3.497,6,1.104,166,30.552,145,26.687,6,1.104,9,1.656,3,0.552,1,0.184,4,0.736,4,0.736,3,0.552,2,0.368,20,3.681,7,1.288,9,1.656,9,1.656,87.35,-4.191350244171293,0.7360371191011716,0.2523112682048226,-0.8442658689155256
237,Noussair Mazraoui,DEF,Morocco,Morocco,6,488,0,0.0,0,0.0,0,0.0,0,0.0,275,50.717,251,46.291,4,0.738,16,2.951,3,0.553,28,5.164,20,3.689,31,5.717,16,2.951,16,2.951,12,2.213,4,0.738,6,1.107,0,0.0,91.27,2.470395161280318,1.16280020992163,0.710403195445509,0.21269437490972368
920,Martín Odegaard,MID,Norway,Norway,5,487,0,0.0,3,0.554,9,1.663,3,0.554,367,67.823,322,59.507,16,2.957,16,2.957,2,0.37,1,0.185,6,1.109,11,2.033,1,0.185,1,0.185,17,3.142,3,0.554,4,0.739,0,0.0,87.74,-0.7525015210544244,-0.237913451447888,-2.569074367596675,-2.197908620979437
939,Nicolás Alejandro Tagliafico,DEF,Argentina,Argentina,7,487,0,0.0,0,0.0,0,0.0,0,0.0,217,40.103,190,35.113,4,0.739,14,2.587,3,0.554,12,2.218,13,2.402,19,3.511,12,2.218,10,1.848,4,0.739,9,1.663,16,2.957,2,0.37,87.56,0.38770909757528754,0.5865727726803075,0.43786964814800705,0.9981542865619755
743,Alejandro Baena,MID,Spain,Spain,7,486,1,0.185,1,0.185,12,2.222,5,0.926,218,40.37,178,32.963,44,8.148,22,4.074,1,0.185,3,0.556,12,2.222,16,2.963,2,0.37,2,0.37,14,2.593,13,2.407,7,1.296,2,0.37,81.65,-2.4100384407422353,1.3104566386134064,-2.201067106706516,0.6293962352920438
632,Youri Marion Tielemans,MID,Belgium,Belgium,5,483,2,0.373,0,0.0,11,2.05,3,0.559,255,47.516,221,41.18,14,2.609,14,2.609,3,0.559,4,0.745,13,2.422,18,3.354,7,1.304,7,1.304,7,1.304,7,1.304,10,1.863,1,0.186,86.67,-0.9602109014636845,1.0554387041270252,-0.5753269830935983,-0.4715216103263772
248,Issa Laye Lucas Jean Diop,DEF,Morocco,Morocco,5,477,1,0.189,0,0.0,1,0.189,1,0.189,326,61.509,299,56.415,0,0.0,2,0.377,5,0.943,35,6.604,16,3.019,27,5.094,11,2.075,9,1.698,2,0.377,4,0.755,1,0.189,0,0.0,91.72,2.7325586784875364,0.33462961770810506,0.680039500556655,-1.471852235052013
1147,Nico Oreilly,DEF,England,England,7,476,0,0.0,0,0.0,7,1.324,1,0.189,216,40.84,200,37.815,6,1.134,13,2.458,6,1.134,14,2.647,13,2.458,21,3.971,10,1.891,9,1.702,11,2.08,6,1.134,4,0.756,0,0.0,92.59,0.8595117192424516,0.4349619075767507,0.15769115788672963,0.11444719574529454
1132,Gustavo Adolfo Puerta,DEF,Colombia,Colombia,5,476,0,0.0,1,0.189,14,2.647,5,0.945,290,54.832,264,49.916,2,0.378,9,1.702,2,0.378,10,1.891,12,2.269,17,3.214,4,0.756,4,0.756,9,1.702,9,1.702,8,1.513,0,0.0,91.03,-0.6126352674589127,0.7997150745796472,-0.9050489027346225,-1.0316672132859146
835,Lucas Digne,DEF,France,France,6,473,0,0.0,0,0.0,2,0.381,1,0.19,283,53.848,252,47.949,17,3.235,8,1.522,7,1.332,21,3.996,11,2.093,21,3.996,14,2.664,13,2.474,5,0.951,7,1.332,2,0.381,0,0.0,89.05,1.8403671888170638,0.8402430504307593,0.39882131143903604,-0.5910531160714566
1041,Diogo Diogo Costa,GK,Portugal,Portugal,5,472,0,0.0,0,0.0,0,0.0,0,0.0,125,23.835,98,18.686,0,0.0,0,0.0,0,0.0,2,0.381,0,0.0,26,4.958,0,0.0,0,0.0,0,0.0,0,0.0,1,0.191,0,0.0,78.4,-0.0402589180539947,-3.5745749080441427,0.9536650646615281,-0.5056426976677807
